name,file_extension,title,CREATION_DATETIME,Number_of_pages,file_size,content,category_name
CAP AEPE (Accompagnant Educatif Petite Enfance) H/F,pdf,PROFIL_DE_POSTE_CAP_Petite_Enfance.odt,2023-03-29 09:13:52,2,173359,"La Direction des Services aux Familles recherche un CAP AEPE (Accompagnant Educatif Petite Enfance)  en contrat d’apprentissage  Vous souhaitez vous former au CAP Accompagnement Educatif Petite Enfance en apprentissage, la mairie de Saumur recrute. Le service petite enfance parentalité composé de quatre crèches, d’un lieu d’accueil enfants, d’un espace parents-enfants et d’un relais petite enfance, recherche des profils de CAP  AEPE (Accompagnant Educatif Petite Enfance) en contrat d’apprentissage. Au sein d’une équipe pluridisciplinaire et sous l’autorité de la responsable de la crèche et de votre maître d'apprentissage, vous serez chargé(e) de participer : Activités principales  : –Accueillir les enfants, les parents ou substituts parentaux –organiser et accompagner l'accueil et les activités qui contribuent au développement de l'enfant dans le cadre du projet éducatif –prendre soin et accompagner l’enfant dans les activités de la vie quotidienne (prise des repas…)  –favoriser le jeu et l'éveil des enfants dans un contexte donné – accompagner l'enfant dans l'acquisition de l'autonomie –aider à la gestion de l'entretien des espaces de vie, du matériel et du linge  Prérequis pour le poste : - être âgé de 16 ans révolus et de moins de 30 ans au début du contrat - Être admis en Centre de Formation d’Apprentis ou Unité de Formation d’ Apprentissage - avoir un niveau scolaire équivalent à la 3ème  - avoir un projet professionnel réfléchi   Qualités requises     :    - qualités humaines et relationnelles pour construire une relation de confiance avec les enfants et leurs familles - qualités personnelles d’écoute et d’observation - rigueur Mairie de Saumur Rue Molière   CS 54006 49408 Saumur cedex www.ville-saumur.fr - savoir faire preuve d’autonomie et d’initiative - Adaptabilité - Patience Caractéristiques du poste - Contrat d’apprentissage correspondant à la durée de la formation - 35h hebdomadaires Poste à pourvoir     :   Rentrée de septembre 2023. CV et lettre de motivation à envoyer à l’attention de Mme PRIGENT à l’adresse mail suivante : rh.formation@saumurvaldeloire.Fr Mairie de Saumur Rue Molière   CS 54006 49408 Saumur cedex www.ville-saumur.fr",Apprentissage
"Apprentissage accompagnement de projets culturels et patrimoniaux, actions de médiation di patrimoine, soutien au service VAH",pdf,Offre_emploi_apprentissage_service_art_histoire2023.odt,2023-03-29 09:13:52,2,323027,"DIRECTION DE LA CITOYENNETÉ SERVICE VILLE D’ART ET D’HISTOIRE FICHE MISSION APPRENTISSAGE RENTRÉE 2023 ACCOMPAGNEMENT DE PROJETS CULTURELS ET PATRIMONIAUX ACTIONS DE MÉDIATION DU PATRIMOINE SOUTIEN AU SERVICE VILLE D’ART ET D’HISTOIRE La ville de Saumur s’implique depuis de nombreuses années dans la connaissance, la  protection, la restauration, la valorisation et l’animation de ses patrimoines. La reconnaissance  de cette implication s’est traduite par l’inscription de par l’obtention du label Ville d’art et  d’histoire en 2006. Missions L’apprenti sera impliqué sur les projets et dossiers suivants (les projets sont donnés à titre  indicatif) •contribuer à l’organisation des Journées Européennes du Patrimoine – septembre 2024 •préparer et mettre en œuvre une nouvelle saison estivale •contribuer à la recherche des contenus historiques pour servir les projets (projets matri- moine, projet Ville Olympique 2024,  •ouverture de nouveaux sites privés lors des Journées du patrimoine,  •création de nouvelles visites guidées et de conférences.…) •s’impliquer dans l’organisation et la mise en œuvre des actions de médiation culturelle  dont la conception et l’animation de visites guidées •participer à la mise en place des actions autour de la valorisation du quartier du Chemin  Vert en lien avec la politique de la Ville •réalisation d’outils de communication (flyer, newsletter) •participer aux activités quotidiennes du service Ville d’art et d’histoire Localisation:   Mairie de Saumur, Direction de la Citoyenneté, service Ville d’art et d’histoire  Contexte de l’apprentissage :  Le service Ville d’art et d’histoire  Constitué d’un agent permanent et de 5 guides vacataires, le service a en charge la valorisation  et l’animation du patrimoine culturel saumurois.  Ses actions sont menées en direction des  habitants et des touristes fréquentant le Val de Loire et sa région.  Mairie de Saumur Rue Molière   CS 54006 49408 Saumur cedex www.ville-saumur.frPublics concernés     :   - Adultes - Familles  - Jeunes publics (scolaires tous niveaux et centres de loisirs) - Groupes et individuels  Compétences et qualités requises –Formation en en histoire / histoire de l’art / Patrimoine / médiation culturelle   –Bac + 3 minimum – idéal Master –Intérêt pour le patrimoine, la communication et l'événementiel  –Aisance relationnelle –Bon niveau rédactionnel –Capacités d'organisation et de travail en équipe –Rigueur, autonomie, sens de l'écoute, sérieux, sens des responsabilités –Esprit d'initiative et de réactivité –Créativité et curiosité –Permis B exigé Amplitude de travail –35h hebdomadaires –Travail possible le week-end et en soirée Poste à pourvoir     :   Rentrée de septembre/ octobre 2023. La durée du contrat sera équivalente à la durée de la formation. CV et lettre de motivation à envoyer à l’attention de : Mme RUSSAC Catherine à l’adresse mail suivante :  rh.formation@saumurvaldeloire.Fr      Mairie de Saumur Rue Molière   CS 54006 49408 Saumur cedex www.ville-saumur.fr",Apprentissage
un Auxiliaire de puériculture en contrat d’apprentissage (H/F),pdf,PROFIL_DE_POSTE_Auxiliaire de puericulture.odt,2023-03-29 09:13:52,2,170717,"La Direction des Services aux Familles recherche un Auxiliaire de puériculture en contrat d’apprentissage (H/F) Vous souhaitez vous former au métier d’auxiliaire de puériculture en alternance, la Mairie de Saumur recrute. Le Service Petite Enfance / Parentalité composé de quatre crèches, d’un lieu d’accueil enfants, d’un espace parents-enfants et d’un relais petite enfance, recherche des profils d’auxiliaire de puériculture en apprentissage.  Au sein d’une équipe pluridisciplinaire et sous l’autorité de la responsable d’établissement et de votre maître d'apprentissage, vous serez chargé(e) de participer : Activités principales  : • Accueillir les enfants, les parents ou substituts parentaux (assurer les transmissions quotidiennes) • Découvrir, créer et mettre en œuvre les conditions nécessaires au bien-être des enfants • Apprendre à dispenser les soins d’hygiène, de confort et de santé • Répondre aux besoins de l'enfant : hygiène, alimentation, sommeil  • Aider l'enfant dans l'acquisition de l'autonomie • Concevoir et mettre en œuvre des projets d'activités d'éveil et d'éducation pour les enfants Activités spécifiques  : • Participer à l’aménagement de l'espace familial de vie • participer  à l’accueil des parents et des enfants dans le cadre de la PMI • participer à la prise en charge de l'enfant porteur de handicap Prérequis du poste     :   - être âgé de plus de 17 ans et de moins de 30 ans au début du contrat - Être admis en Centre de Formation d’Apprentis ou en Unité de Formation d’ Apprentissage - avoir un niveau scolaire équivalent au CAP - avoir un projet professionnel réfléchi.    Qualités requises     :   Mairie de Saumur Rue Molière   CS 54006 49408 Saumur cedex www.ville-saumur.fr - qualités humaines et relationnelles pour construire une relation de confiance avec les enfants et leurs familles - qualités personnelles d’écoute et d’observation - rigueur - savoir faire preuve d’autonomie et d’initiative - Adaptabilité - Patience Caractéristiques du poste     :   - Contrat d’apprentissage correspondant à la durée de la formation.  - 35h hebdomadaires Poste à pourvoir     :   Septembre 2023 CV et lettre de motivation à envoyer à l’attention de Mme PRIGENT à l’adresse mail suivante : rh.formation@saumurvaldeloire.Fr Mairie de Saumur Rue Molière   CS 54006 49408 Saumur cedex www.ville-saumur.fr",Apprentissage
Chargé-e de projets numériques,pdf,Fiche de liaison,2023-03-29 09:13:54,2,58240,"DIRECTION : DCCCE (Direction de la communication, du Château et du cabinet des élus) SERVICE : Château-Musée Recherche un-e apprenti-e Intitulé du poste  : Chargé-e de projets numériques Missions Placé sous la responsabilité de la responsable du service, vous aurez en charge les missions  suivantes : - Actualiser et enrichir l’application de visite du Château-Musée - Intégrer dans l’appli des dispositifs à destination des handicaps - Prospecter pour le développement de projets numériques (dispositifs immersifs, 3D, écrans...) - Chercher des financements pour des projets numériques permettant de valoriser le site auprès des visiteurs - Contribuer à l’animation des réseaux sociaux - Venir en appui de la communication sur ces dossiers (rédaction et création de supports,  diffusion, photo...) Compétences et qualités requises –Formation en : Master patrimoine/médiation/communication –Bon niveau rédactionnel et bonne orthographe –Maîtrise de l’environnement  multimédia  –Aisance relationnelle –Connaissances en sciences humaines –Capacités d'organisation et de travail en équipe –Autonomie, sens de l'écoute, sérieux, sens des responsabilités –Esprit d'initiative et de réactivité –Créativité et curiosité Mairie de SaumurRue Molière CS 5400649408 Saumur cedexwww.ville-saumur.frAmplitude de travail –35h hebdomadaires –Du lundi au vendredi + présence ponctuelle aux événements du service en soirée ou le  week-end Poste à pourvoir     : Rentrée de septembre 2023. La durée du contrat sera équivalente à la  durée de la formation. CV et lettre de motivation  à envoyer à l’attention de  : Estelle Géraud à l’adresse mail suivante :  rh.formation@saumurvaldeloire.Fr      Mairie de SaumurRue Molière CS 5400649408 Saumur cedexwww.ville-saumur.fr",Apprentissage
Un Gestionnaire Financier et Comptable (h/f),pdf,Microsoft Word - Profil_de_poste_gestionnaire_financier V2 REVOIR DATE EMBAUCHE,2023-03-28 14:59:11,2,399022,"    La ville de Saumur recrute pour sa Direction des Moyens Généraux  Service Finances et Fiscalité     Un Gestionnaire Financier et Comptable (h/f)  Poste à temps complet à pourvoir à compter du 17 avril 2023    Cadre d'emploi des Rédacteurs Territoriaux Titulaires  A défaut, CDD 1 an renouvelable – Article de recrutement L.332-14  Poste ouvert aux candidats reconnus travailleurs handicapés      Vos missions :      Gestion financière de l’EHPAD la Sagesse. Établissement en expansion (passage de 60 à  80 places) et en migration vers une construction neuve planifiée au second semestres 2023.   Élaboration des étapes budgétaires (EPRD et ERRD)   Rédaction des délibérations budgétaires et rapports de présentation   Tableaux de bord financiers (suivi exécution budgétaire – Masse salariale...)   Écritures comptables dépenses et recettes   Opérations de clôture d’exercice   Tenue de l’inventaire comptable   Exécution financière de marchés publics de maîtrise d’œuvre et de travaux en lien avec les  services du bureau d’étude et les entreprises (mandatement des factures, états de solde,  main levée de cautions, remboursement retenues de garantie…)   Tenue de l’inventaire comptable des budgets de la Ville :  - Mise à jour entrées/sorties  - Recollement avec le bilan du comptable public  - Apurement de l’actif – Ecritures d’inventaire  - Comptabilisation acquisitions des biens immobiliers  - Comptabilisation cessions des biens immobiliers et mobiliers   Suivi des attributions et versements des subventions aux associations en lien avec les  services concernés.    Vos atouts et compétences :      BTS comptabilité et gestion / Bac Professionnel   Expérience(s) similaires en collectivité   Maîtrise de la comptabilité publique et l’exécution financière des marchés publics   Maîtrise de l'environnement administratif et juridique des collectivités territoriales, de leur  organisation et des procédures administratives   Maîtrise des outils bureautiques   Autonomie, réactivité, sens de l'organisation et des responsabilités, discrétion.   Rigueur, capacité d'analyse et de synthèse.   Capacité à travailler en équipe et bonnes aptitudes relationnelles              Vos avantages et conditions du poste :     • Rémunération statutaire + prime RIFSEEP   • Prime annuelle   • Titres restaurants   • Participation employeur à la complémentaire santé   • Groupement d’Action Sociale  • Poste eligible au télétravail        Date limite pour candidater : 30/03/2023            Entretiens de recrutement : Semaines 14 ou 15       Pour postuler, rendez-vous sur le site www.ville-saumur.fr   dans la rubrique : Démarches – Offres d'emplois  Envoyez votre candidature à l'attention de Monsieur le Maire (en format PDF si possible)  en indiquant la référence - «Gestionnaire_Financier » dans le message    ",Emploi
Saisonnier - Un.e Animateur.trice (mention surveillant de baignade),pdf,Microsoft Word - Fiche de poste pour recrutement SB saisonnier AL V2,2023-03-29 09:09:21,2,667320,"           La Ville de SAUMUR recrute pour son service Animation Enfance Jeunesse     Un.e Animateur.trice (mention surveillant de baignade)   Accueil de loisirs « Le Petit Souper »     Emplois saisonniers     La ville de Saumur organise et assure un service municipal d’accueil des enfants à l’Accueil  de Loisirs Sans Hébergement (ALSH) du Petit Souper (route de l’ENE à Saint Hilaire Saint  Florent) du lundi au vendredi pendant les périodes de vacances scolaires, jours fériés  exceptés.      Vos missions :     Encadrement, conception et animation des activités mises en œuvre au Petit Souper sous  couvert des responsables pédagogiques :    • Garantir la sécurité physique et morale des mineurs,  • Assurer la gestion et l’encadrement des groupes de mineurs,  • Assurer la surveillance de la piscine du Petit Souper,  • Préparer et proposer des animations pédagogiques de qualité, adaptés à l’âge et aux  besoins des mineurs, en cohérence avec le programme d’activités et le projet éducatif,  • Mobiliser et motiver le public sur les activités proposées, les accompagner dans la  réalisation dans leurs actions,  • Assurer une communication de qualité envers les familles,  • Participer à la dynamique globale de l’équipe d’animation des accueils de loisirs,  • Travailler en concertation avec les responsables pédagogiques des accueils de loisirs  sous couvert du responsable du Service Animation Enfance Jeunesse,    Les conditions du poste:     • Contrat saisonnier du 10 juillet au 3 septembre 2023 à TNC 30 heures semaine   • Temps de préparation pédagogique en commun avec l’équipe d’animation avant le  début du contrat.     Vos atouts et compétences :     Pré requis :   • Etre titulaire, au minimum, d’un BAFA avec mention surveillant de baignade.     Savoirs :   • Connaissance de l’enfant et/ou du jeune enfant (sécurité, psychologie)   • Connaissances dans le domaine de l’animation « loisirs »   • Connaître les différentes règles à respecter lors des baignades   • Savoir agir rapidement en cas d'incident et pratiquer les gestes de premiers secours si  besoin  • Expériences en accueil de loisirs préconisées mais non obligatoires.           Savoir faire :    • Travailler en équipe  • Capacité d’écoute et de médiation  • Capacité de travail  • Etre force de propositions dans le domaine de l’animation    Savoir être :   • Sens des responsabilités   • Rigueur  • Qualités relationnelles   • Disponibilité   • Discrétion   • Ponctualité   • Sens du service public         Candidatures possibles jusqu’au 16/04/2023   Pour postuler, rendez-vous sur le site www.ville-saumur.fr   dans la rubrique : Démarches – Offres d'emplois  Formulaire saisonnier 2023   Cliquez sur « remplissant ce formulaire »   Merci de joindre un CV (en format PDF) à votre candidature  ",Emploi
Un Menuisier H/F,pdf,Microsoft Word - Profil_de_poste_menuisier V1,2023-03-28 14:59:29,1,226840,"  La Ville de Saumur recrute pour sa Direction des Moyens Techniques    Un Menuisier H/F  pour le Service Entretien du Patrimoine Bâti, Logistique et Maintenance  Temps complet à pourvoir dès que possible    CDD renouvelable selon les besoins du service – Article de recrutement L.332-13  Poste ouvert aux candidats reconnus travailleurs handicapés     Vos missions :   Au sein d'une équipe, s ous l’autorité directe du responsable du secteur Bâtiment, vous réalisez des  interventions de création et de rénovation de menuiserie sur les bâtiments municipaux (répartis sur  différents sites).   L'agent menuisier réalise les tâches suivantes :    Travaux sur machine à bois en atelier.    Entretien du matériel et des machines-outils des ateliers    Travail sur charpente.   Travail créatif sur modules pour manifestations.   Conception, fabrication, réparation de menuiserie en tout genre, mobilier et mobilier urbain à partir  de plans ou non.   Fabrication de fenêtres en atelier.   Travaux de menuiseries intérieures et extérieures.    Assemblage en atelier et sur chantier.   Réalisation d'articles de menuiserie en bois massif, en stratifié, en matériaux synthétiques.   Montage de meubles en kit.   Opération de finition sur bois (traitement insecticide, peinture, lasure, vernis …).   Maintenance et contrôle du patrimoine dans le domaine de la menuiserie en tout genre : cloisons,  vitrerie, agencement, etc.    Organisation du fonctionnement de l'atelier bois sous couvert du responsable du secteur Bâtiment.    Modification et agencement des locaux. Pose de revêtements de sols ou muraux (lambris,  parquet...)    Organisation des chantiers dans le respect des règles de sécurité et environnementales afin de  limiter les nuisances, recycler les déchets et assurer l'information des usagers.     Vos atouts et compétences :    CAP menuisier/installateur.    Connaissances des bois et des techniques de menuiseries.   Sens de l’organisation, rigueur, ponctualité   Autonomie   Esprit d’équipe   Maîtrise des normes de sécurité.   Sens du service public   Permis B exigé (déplacement sur les sites de la ville)     Vos avantages et conditions du poste :   Traitement de base + RIFSEEP    Prime annuelle    Titres restaurants    Participation employeur complémentaire santé   Groupement Actions Sociales     Pour postuler, rendez-vous sur le site www.ville-saumur.fr   dans la rubrique : Démarches – Offres d'emplois  Envoyez votre candidature à l'attention de Monsieur le Maire (en format PDF si possible)  en indiquant la référence - «Menuisier» dans le message   ",Emploi
Un.e assistant.e administratif.ve,pdf,Microsoft Word - PROFIL_DE_POSTE_Assistant_Administratif_DMT V2,2023-03-28 15:00:36,2,373702,"    La Ville de Saumur recrute pour sa Direction des Moyens Techniques     Un.e assistant.e administratif.ve  au sein du « Pôle Accueil Technique »  En charge du Service « Entretien du Patrimoine Bâti – Logistique et Maintenance »     Cadre d’emploi des adjoints administratifs territoriaux titulaires  A défaut, CDD 1 an renouvelable – Article de recrutement L.332-14  Poste ouvert aux candidats reconnus travailleurs handicapés    Sous la responsabilité de la Responsable de Pôle et du Directeur des Moyens Techniques, vous  serez chargé.e d’assister les responsables de la régie Bâtiment, du secteur Entretien des Locaux  et de l’Atelier Mécanique et d’intervenir en matière de gestion, de communication, d’information,  d’accueil et de suivi de l’activité des services.     Vos missions :    •  Assurer l’accueil téléphonique et physique des usagers, entreprises, associations...   • Réaliser et mettre en forme les travaux de bureautique, les courriers et suivre la correspondance  des services   • Planifier et participer aux réunions du service, et rédiger les comptes-rendus   • Saisir et suivre les congés et absences des agents   • Faire le classement et archivage  • Traiter les demandes d’interventions et l’activité régulière des secteurs  • Concevoir et mettre à jour des outils de suivi de l’activité (tableaux de bords, planning)  • Préparer les bilans et assurer le suivi des interventions en collaboration avec le  responsable de  services  • Veiller au suivi administratif et aux réservations des minibus mis à disposition des services et des  associations   • Remplacer l'assistante administrative en charge de la gestion financière de la direction pendant  les périodes de congés.    La liste des activités est susceptible d'évoluer en fonction des besoins de la direction.    Vos atouts et compétences :     • Maîtrise des outils bureautiques,   • Notions de comptabilité,   • Maîtrise des techniques d'accueil,   • Qualité rédactionnelles, sens de l'organisation, réactivité et adaptabilité,   • Permis B obligatoire,   • Autonomie, esprit d'initiative, force de propositions,   • Aptitude au travail en équipe (poste en Open Space) et en transversalité,   • Capacité à exécuter les directives et respecter les délais fixés,   • Capacité d'analyse, de synthèse et rendre compte de son activité,  • Discrétion professionnelle et respect de la confidentialité,  • Rigueur dans les méthodes et procédures,  • Sens du service public et de la relation à l'usager.       Vos avantages et conditions du poste :  • Rémunération statutaire  • Prime RIFSEEP  • Prime annuelle  • Titres restaurants  • Participation mutuelle (si labelisée)  • Groupement d’Actions Sociales (si adhésion individuelle)      Horaires de travail    Du lundi au jeudi de 8 h 00 à 12 h 00 et de 13 h 30 à 17 h30  Le vendredi de 8 h à 12 h 00  1 journée de télétravail par semaine :  le jeudi        Date limite des candidatures :  25/04/2023    -   Entretiens de recrutement : semaine 18 ou 19       Pour postuler, rendez-vous sur le site www.ville-saumur.fr   dans la rubrique : Démarches – Offres d'emplois  Envoyez votre candidature à l'attention de Monsieur le Maire (en format PDF si possible)  en indiquant la référence - «Assistant_Administratif_DMT» dans le message    ",Emploi
Saisonnier - Un.e animateur.trice « jeux en bois »,pdf,Microsoft Word - VILLE-profil poste jeux en bois V2,2023-03-28 15:02:56,1,421980,"La Ville de SAUMUR recrute pour sa Direction de la Citoyenneté  Service Commerce et Animations  Un.e animateur.trice « jeux en bois »  Poste à temps complet  Emplois saisonniers  Vos missions :   Rattaché.e au service Commerce et Animations, vous aurez en charge les missions  suivantes :  •Installer, animer et surveiller une zone d’animation « jeux en bois » •Promouvoir auprès du public les animations estivales de la ville de Saumur Vos atouts et compétences :   •Expérience souhaitée dans le domaine de l’animation •Permis B exigé •Autonomie, sérieux, sens des responsabilités •Aimer le contact humain •Ordonné.e, soigneu.se (avec le matériel) Les conditions du poste:   •Du mardi au dimanche, de 14h à 20h 2 POSTES À POURVOIR :   du vendredi 7 juillet 2023 au dimanche 6 août 2023 inclus  du vendredi 4 août 2023 au jeudi 31 août 2023 inclus  Candidatures possibles jusqu’au 16/04/20223 Pour postuler, rendez-vous sur le site www.ville-saumur.fr dans la rubrique : Démarches – Offres d'emplois  Formulaire saisonnier 2023 Cliquez sur « remplissant ce formulaire » Merci de joindre un CV (en format PDF) à votre candidature ",Emploi
Saisonnier - Un.e animateur.trice « jeux en bois »,pdf,Microsoft Word - VILLE-profil poste jeux en bois V2,2023-03-28 15:03:29,1,421980,"La Ville de SAUMUR recrute pour sa Direction de la Citoyenneté  Service Commerce et Animations  Un.e animateur.trice « jeux en bois »  Poste à temps complet  Emplois saisonniers  Vos missions :   Rattaché.e au service Commerce et Animations, vous aurez en charge les missions  suivantes :  •Installer, animer et surveiller une zone d’animation « jeux en bois » •Promouvoir auprès du public les animations estivales de la ville de Saumur Vos atouts et compétences :   •Expérience souhaitée dans le domaine de l’animation •Permis B exigé •Autonomie, sérieux, sens des responsabilités •Aimer le contact humain •Ordonné.e, soigneu.se (avec le matériel) Les conditions du poste:   •Du mardi au dimanche, de 14h à 20h 2 POSTES À POURVOIR :   du vendredi 7 juillet 2023 au dimanche 6 août 2023 inclus  du vendredi 4 août 2023 au jeudi 31 août 2023 inclus  Candidatures possibles jusqu’au 16/04/20223 Pour postuler, rendez-vous sur le site www.ville-saumur.fr dans la rubrique : Démarches – Offres d'emplois  Formulaire saisonnier 2023 Cliquez sur « remplissant ce formulaire » Merci de joindre un CV (en format PDF) à votre candidature ",Emploi
