name,file_extension,title,CREATION_DATETIME,Number_of_pages,file_size,content,category_name
realisation_du_poulailler_solidaire,pdf,,2021-03-31 14:36:37,15,925232,,Actualités
Marché de Pâques 2022,pdf,,2022-03-30 13:03:49,1,32673,        Marché de Pâques      Le samedi 9 et dimanche 10 avril       14h à 17h.        De jolies créations vous attendent                                Les résidents.   ,Actualités
COURRIER FAMILLES - 4ème dose,pdf,,2022-03-30 13:07:00,1,78324,,Actualités
VISITE VIRTUELLE DU MUSEE POMPIDOU DE METZ A L'EHPAD LES TILLEULS A TERVILLE 3 07 2023 DE 15 A 16 H,pdf,Red Blue Yellow and Green Colorful World Art Day Poster,2023-07-03 10:55:22,1,138002,"ENSEMBLE, HABITANTS, FAMILLES, PROCHES  NOUS PARTAGERONS UNE EXPERIENCE CUTURELLEart  LUNDI 3 JUILLET 2023 DE 15 H    A   16 H  AU PETIT SALON  DU 2 EME ETAGE   L E  M U S E E P O M P I D O U  D E  M E T Z S U Z A N N E  V A L A D O N U N  M O N D E  A  S O I  VOUS PROPOSE UNE VISITE VIRTUELLE SUR L'EXPOSITION DANS NOTRE EHPAD  L numérique  EHPAD LES TILLEULS LA CAPACITE DE PARTICIPATION SERA LIMITEE ENVIRON 20 PERSONNES   ORGANISATEURS : Khadija TAHRI conseillère numérique   Jessica DESVERNES  animatrice ",Actualités
0401_001,pdf,,2021-04-29 12:42:30,1,175355,,ALBUM PHOTOS
0400_001,pdf,,2021-04-29 12:42:30,1,136089,,ALBUM PHOTOS
Affiche Gestes barrières 040521,pdf,Affiche Gestes barrières 04/05/21,2021-05-22 11:38:01,1,827392,"LE VIRUS CIRCULE TOUJOURS ! Même vacciné.e.s, continuons à adopter les gestes barrières ! ENSEMBLE, LUTTONS CONTRE LA COVID-19 ! #Jemefaisvacciner Version du 4 mai 2021",ALBUM PHOTOS
journée de la femme,pdf,,2022-03-08 09:43:33,2,188926,"A toutes les femmes,   A la mère qui nous a porté, aimé, câliné.   A l’amie qui nous a soutenu, guidé.   A la femme, cette complice, cette partenaire, cette alliée.   A la maman, qui fédère la famille et apporte joie et gaieté .  Toutes les femmes méritent d ’être célébrées  !!!  On dit que les femmes sont la beauté, le charme , la délicatesse  et la douceur d ’âme.   Que cette journée qui vous est dédi ée vous apporte autant de joie que vous en répandez autour de vous.    ",ALBUM PHOTOS
St Jean De Bassel2,pdf,Devis - D21866,2022-04-05 09:52:58,1,272228,"Référence Désignation Quantité P.U. HT P.U TTC Montant TTC 527500 Go 4 1,000 82,5099,00 99,00 11902 Budha Board original 1,000 47,4256,90 56,90Groupe SOS Seniors 47, rue Haute Seille 57000 Metz Brut HT 129,92 Remise 6,50 Participation aux frais de port 19,00 Total HT 142,42 Total TVA 28,48 Total TTC 170,90 NET A PAYER 170,90 La validation de ce devis vaut acceptation des Conditions Générales de Vente RESERVE DE PROPRIETE : Nous nous réservons la propriété des marchandises jusqu'au paiement du prix par l'acheteur. Notre droit de revendication porte aussi bien sur les marchandises que sur leur  prix si elles ont déjà été revendues (Loi du 12 mai 1980).Devis N° D21866Date 08/03/2022Client 288 DEVIS VALABLE 1 MOIS Pénalités de retard égales à 3,5 fois le taux d'intérêt légal. Pas d'escompte pour paiement anticipé. Indemnité forfaitaire pour frais de recouvrement en cas de retard de paiement : 40,00 €Mode de paiement : VirementVos références Demande Devis Mars 2022SARL LUDOMANIA LES PAVILLONS DE SERMENAZ 2507 AVENUE DE L'EUROPE 69140 RILLIEUX-LA-PAPE Tél : 04 72 40 90 02 Capital : 7 000,00 Euros R.C.S. : Lyon SIRET : 75245967700023 Contact : Mme Sophie RIGHINI - 07 87 50 57 21",ALBUM PHOTOS
St Jean De Bassel,pdf,,2022-04-05 09:52:58,1,441523,"Julia POIROT   8 rue Georges Ditsch   57930 FENETRANGE   Tél: 06 89 63 37 53   SIREN  : 904 224 193                         Désignation  Quantité  Prix unitaire HT  Total HT        Prestations socio -esthétiques so us  forme d’atelier collectif  2 120,00 €  240,00 €   Remise de 40  €  Durée  : 2 heures           Intervention dans vos locaux de S aint  Jean de Bassel      Prévoir un local adapté aux  réglementations sanitaires           Fournitures éventuelles pour certains  ateliers à votre charge   (ex : pour fabrication d’un produit  cosmétique)                  TOTAL HT  : 200,00 €     TVA non applicable , art. 293 B du CGI         Devis gratuit, validité 1 mois.     Signature du client précédé e de la mention «  bon pour accord  ».  Date  Signature        DEVIS N°: D220405     DATE : 05/04 /2021  EHPAD Saint -Joseph   16 rue principale   57930 ST JEAN DE BASSEL    ",ALBUM PHOTOS
